"ELECTRONIC_ADDR_ID","ELECTRONIC_ADDR_TYPE_CODE","ELECTRONIC_ADDR_TEXT","CREATED_DT","CREATED_BY","LAST_UPDATED_DT","LAST_UPDATED_BY","DELETED_DT","DELETED_BY","ACTIVE_FLG","PARTY_ID"
"68783601193452684766","1","+39 (733) 644-6463","","","","","","","Y","28017154188256184678"
"80732417059576922336","1","+39 (733) 644-646","","","","","","","Y","28017154188256184678"
"62614524738926310637","1","+1 (312) 862-981","","","","","","","Y","40627122846012369583"
"54876482075429823110","1","+1 (312) 862-9816","","","","","","","Y","40627122846012369583"
"30646638652245171391","1","+33 (3) 640-42740","","","","","","","Y","17729612058690700335"
"54853451715557435196","1","+33 (3) 640-427405","","","","","","","Y","17729612058690700335"
"51734428845609858489","1","+33 (3) 640-4274","","","","","","","Y","17729612058690700335"
"75488104169823844817","1","128.304.0685","","","","","","","Y","49529741097002947971"
"70122792100767764422","1","+1-128-304-0685","","","","","","","Y","49529741097002947971"
"15598720879396852562","1","+1 (128) 304-0685","","","","","","","Y","49529741097002947971"
"62680715085846369421","1","624-2275","","","","","","","Y","86292341422793101659"
"44450254710060235362","1","+1 (952) 624-2275","","","","","","","Y","86292341422793101659"
"36040435996643240140","1","952.624.2275","","","","","","","Y","86292341422793101659"
"33525331781857030489","1","+1-492-683-7109","","","","","","","Y","27964004252829809311"
"85855912705111507558","1","+1 (492) 683-7109","","","","","","","Y","27964004252829809311"
"41219633515920769978","1","0228681793","","","","","","","Y","75402394741885143516"
"60313027892982432906","1","+1 (022) 868-1793","","","","","","","Y","75402394741885143516"
"53526294930728839071","1","+966 (55) 382-3923","","","","","","","Y","27011576188245936164"
"90019169856672964671","1","+966 (55) 382-39237","","","","","","","Y","27011576188245936164"
"62555616598505406420","1","+44 (1352) 433-115","","","","","","","Y","86562104931718915415"
"63237773094875004509","1","+44 (1352) 433-1155","","","","","","","Y","86562104931718915415"
"19316619037687326587","1","+441352433115","","","","","","","Y","86562104931718915415"
"25094717852499260233","1","+44 (6210) 484-082","","","","","","","Y","30636645119786950750"
"99888634029154786676","1","484-082","","","","","","","Y","30636645119786950750"
"71596316001516581673","1","+446210484082","","","","","","","Y","30636645119786950750"
"99061366942323677070","1","+1 (414) 455-3249","","","","","","","Y","43166611315901806361"
"61817706497977910436","1","+1 (414) 455-32494","","","","","","","Y","43166611315901806361"
"63169558489573512977","1","+44 (2965) 007-925","","","","","","","Y","62063139789616782538"
"67783284152728201265","1","+44 (2965) 007-92","","","","","","","Y","62063139789616782538"
"60666864125112943725","1","+44 (2070) 425-171","","","","","","","Y","15307391828277906360"
"36826522256805021674","1","(2070) 425-171","","","","","","","Y","15307391828277906360"
"23597744905870633231","1","+44 (0029) 286-929","","","","","","","Y","69330671738697687813"
"36976692720362005133","1","+44-0029-286-929","","","","","","","Y","69330671738697687813"
"33299035912830361992","1","+33 (3) 654-86382","","","","","","","Y","72708048625753627712"
"72910487245024700533","1","+33365486382","","","","","","","Y","72708048625753627712"
"82245842134971809903","1","3-654-86382","","","","","","","Y","72708048625753627712"
"90704146614515131606","1","530.515.1365","","","","","","","Y","30156098900413666707"
"25986117408142349006","1","530-515-1365","","","","","","","Y","30156098900413666707"
"30879035296243960224","1","+1 (530) 515-1365","","","","","","","Y","30156098900413666707"
"82944504932138128540","1","968027206","","","","","","","Y","79559381425218213118"
"51632916106583439023","1","+48 (96) 802-7206","","","","","","","Y","79559381425218213118"
"43121289877392788375","1","309-3341","","","","","","","Y","15730599386666221017"
"47120038677348878055","1","+1 (616) 309-3341","","","","","","","Y","15730599386666221017"
"15559736725418988396","1","(616) 309-3341","","","","","","","Y","15730599386666221017"
"28761906861864600284","1","(8) 611-20829","","","","","","","Y","69946763813705774685"
"72592086920930884144","1","+33 (8) 611-20829","","","","","","","Y","69946763813705774685"
"65577249528324966779","1","+1 (134) 402-0843","","","","","","","Y","14726287225935641379"
"91823632869710750243","1","1344020843","","","","","","","Y","14726287225935641379"
"10372617682312465276","1","+1 (400) 626-3249","","","","","","","Y","63026882337872253018"
"28999293413438827399","1","+1 (400) 626-32493","","","","","","","Y","63026882337872253018"
"31623775153017886304","1","4006263249","","","","","","","Y","63026882337872253018"
"60583720608245727545","1","+971 (58) 830-2844","","","","","","","Y","99029881880471728103"
"61808767657803411276","1","(58) 830-2844","","","","","","","Y","99029881880471728103"
"88520880637516448847","1","+44 (9768) 918-642","","","","","","","Y","96300329404016970727"
"47407537666723797887","1","+44 (9768) 918-64","","","","","","","Y","96300329404016970727"
"32900854493027203764","1","+44 (9768) 918-6429","","","","","","","Y","96300329404016970727"
"98515339510081411245","1","(4722) 248-467","","","","","","","Y","78526439347845739660"
"34798435489097117753","1","+44 (4722) 248-467","","","","","","","Y","78526439347845739660"
"59802591360018054086","1","+44 (4722) 248-4670","","","","","","","Y","78526439347845739660"
"87327711509315918259","1","+1 (020) 850-568","","","","","","","Y","50539615768616235509"
"92167630091090205281","1","+1-020-850-5689","","","","","","","Y","50539615768616235509"
"57893782811194318673","1","+1 (020) 850-5689","","","","","","","Y","50539615768616235509"
"39094873681788237376","1","+1 (565) 141-2312","","","","","","","Y","40765790246725365827"
"98864016971740854267","1","+1-565-141-2312","","","","","","","Y","40765790246725365827"
"21274217118999366192","1","+971017408978","","","","","","","Y","10066745262376215336"
"48271026740293458043","1","+971 (01) 740-8978","","","","","","","Y","10066745262376215336"
"86606123666102158980","1","01-740-8978","","","","","","","Y","10066745262376215336"
"14165081762713005064","1","+48 (79) 388-9855","","","","","","","Y","56524535765596419066"
"88775220733817472886","1","+48-79-388-9855","","","","","","","Y","56524535765596419066"
"76685490383306397158","1","(79) 388-9855","","","","","","","Y","56524535765596419066"
"40545556143653675581","1","+33-1-438-92543","","","","","","","Y","45659246021700068339"
"33333062009274245881","1","+33 (1) 438-92543","","","","","","","Y","45659246021700068339"
"26114920772689531764","1","909294031","","","","","","","Y","73029521283956750407"
"33396563675185059235","1","(90) 929-4031","","","","","","","Y","73029521283956750407"
"93342788292401219818","1","+971 (90) 929-4031","","","","","","","Y","73029521283956750407"
"83065059438842567197","1","+492811595116","","","","","","","Y","97899503032149062189"
"23454965786959234645","1","+49 (281) 159-5116","","","","","","","Y","97899503032149062189"
"45649423046351767114","1","+49 (033) 383-53660","","","","","","","Y","61768512494531458479"
"51279627139394521852","1","+49 (033) 383-5366","","","","","","","Y","61768512494531458479"
"14531983593233797025","1","+49 (033) 383-536","","","","","","","Y","61768512494531458479"
"36820990237679635169","1","+44 (7179) 082-670","","","","","","","Y","66415903765177901675"
"89710706013939990196","1","7179-082-670","","","","","","","Y","66415903765177901675"
"84223084345447040344","1","+1 (912) 237-0301","","","","","","","Y","72620443477656904453"
"32080540599305386150","1","912-237-0301","","","","","","","Y","72620443477656904453"
"97403510462729868154","1","+19122370301","","","","","","","Y","72620443477656904453"
"80322777665709407735","1","+48 (31) 194-9141","","","","","","","Y","34516770777590690615"
"71589237432069274902","1","+48-31-194-9141","","","","","","","Y","34516770777590690615"
"80240798007702027531","1","+44 (7358) 043-664","","","","","","","Y","78286908721219757917"
"21192932239919865541","1","+447358043664","","","","","","","Y","78286908721219757917"
"40205753037063046592","1","7358043664","","","","","","","Y","78286908721219757917"
"34414911068622043666","1","(74) 206-9007","","","","","","","Y","50723244588653542756"
"96768131136719624226","1","+48 (74) 206-9007","","","","","","","Y","50723244588653542756"
"29264774908840007797","1","+48-74-206-9007","","","","","","","Y","50723244588653542756"
"45861660825260682428","1","+49 (969) 464-6307","","","","","","","Y","78248370435777334878"
"76041532391057786028","1","+49 (969) 464-63078","","","","","","","Y","78248370435777334878"
"62524463829210725324","1","+49 (969) 464-630","","","","","","","Y","78248370435777334878"
"72107497770992884472","1","631-425","","","","","","","Y","83752646543661060979"
"13585186406239564293","1","+44 (4546) 631-425","","","","","","","Y","83752646543661060979"
"86438752077913852159","1","+1 (670) 827-576","","","","","","","Y","82237390594052649445"
"71477698179170984207","1","+1 (670) 827-5762","","","","","","","Y","82237390594052649445"
"44459361067812931499","1","+44 (7667) 724-866","","","","","","","Y","92270118741214199094"
"47334948004730596019","1","7667724866","","","","","","","Y","92270118741214199094"
"35846453432935004798","1","7350390256","","","","","","","Y","19114976428752370592"
"71055981201338179227","1","+1 (735) 039-0256","","","","","","","Y","19114976428752370592"
"81859692007303592287","1","+49 (858) 151-6617","","","","","","","Y","57646913361215673443"
"95779170029289980516","1","+49 (858) 151-661","","","","","","","Y","57646913361215673443"
"76819927404287145599","1","+48 (65) 101-5211","","","","","","","Y","17328205842114163709"
"30645397015268483146","1","101-5211","","","","","","","Y","17328205842114163709"
"17504020463018855695","1","65.101.5211","","","","","","","Y","17328205842114163709"
"16512063535711261186","1","+1 (058) 930-3122","","","","","","","Y","36152266850351213814"
"12017469916870099725","1","058-930-3122","","","","","","","Y","36152266850351213814"
"18327691622569884310","1","+1 (058) 930-31227","","","","","","","Y","36152266850351213814"
"56224232383421514264","1","(4) 028-40580","","","","","","","Y","50063319686354487262"
"38263623487450475255","1","+33 (4) 028-40580","","","","","","","Y","50063319686354487262"
"96408414613758447861","1","+44 (7105) 033-6151","","","","","","","Y","98094069222650403356"
"38019316503131087179","1","+44 (7105) 033-615","","","","","","","Y","98094069222650403356"
"42968089152321977326","1","(071) 233-2712","","","","","","","Y","43666650102890880806"
"58184870880773324862","1","+1 (071) 233-2712","","","","","","","Y","43666650102890880806"
"34850828307915726887","1","98-875-4250","","","","","","","Y","97791442450420610487"
"68996312182187632854","1","+971 (98) 875-4250","","","","","","","Y","97791442450420610487"
"13888299552952197661","1","(98) 875-4250","","","","","","","Y","97791442450420610487"
"16004195387001660721","1","+44 (8201) 579-322","","","","","","","Y","88058439930850936027"
"98233520594959447742","1","+44 (8201) 579-32","","","","","","","Y","88058439930850936027"
"95411039737137771477","1","+1 (525) 055-297","","","","","","","Y","50361295613675349565"
"53302007257870726526","1","+1 (525) 055-2972","","","","","","","Y","50361295613675349565"
"16374537476971923169","1","839-296","","","","","","","Y","28678019944809439271"
"65083647855043053886","1","(3167) 839-296","","","","","","","Y","28678019944809439271"
"51465465153007603645","1","+44 (3167) 839-296","","","","","","","Y","28678019944809439271"
"62575073803944579544","1","+49 (045) 790-5896","","","","","","","Y","46706814011561979292"
"82193427125625827512","1","+49 (045) 790-589","","","","","","","Y","46706814011561979292"
"90788280745457147930","1","+48 (48) 886-1458","","","","","","","Y","43915758252292480401"
"44672255047167217148","1","886-1458","","","","","","","Y","43915758252292480401"
"53774502268244746465","1","+48-48-886-1458","","","","","","","Y","43915758252292480401"
"35440183199773467376","1","+49 (538) 467-72547","","","","","","","Y","89568118661364629568"
"46262432646557281009","1","538-467-7254","","","","","","","Y","89568118661364629568"
"50382559915757463872","1","+49 (538) 467-7254","","","","","","","Y","89568118661364629568"
"43491908981658907584","1","+33 (9) 617-36416","","","","","","","Y","63144257821174652821"
"59794322979655314680","1","(9) 617-36416","","","","","","","Y","63144257821174652821"
"62044381203737406291","1","+1 (973) 371-0353","","","","","","","Y","67620339869155075366"
"63805281634338564525","1","973-371-0353","","","","","","","Y","67620339869155075366"
"85912576309793965341","1","+49 (152) 202-2215","","","","","","","Y","34972133061161435419"
"66710552981012774199","1","+49 (152) 202-22152","","","","","","","Y","34972133061161435419"
"25234972314004102067","1","+49 (152) 202-221","","","","","","","Y","34972133061161435419"
"76207380852847055551","1","449867303","","","","","","","Y","65977877406654366539"
"53629956765977832362","1","+33 (4) 498-67303","","","","","","","Y","65977877406654366539"
"66593668567462269313","1","195-195-6194","","","","","","","Y","38555123955721355854"
"87819891654815111173","1","+1 (195) 195-6194","","","","","","","Y","38555123955721355854"
"53257100384205143590","1","+1 (195) 195-619","","","","","","","Y","38555123955721355854"
"75037205871061368898","1","766.177.3051","","","","","","","Y","78971437179729157414"
"13278206930765977827","1","+49 (766) 177-3051","","","","","","","Y","78971437179729157414"
"64392906717989637767","1","+44 (5854) 395-653","","","","","","","Y","42738236789968848719"
"71306143685090688931","1","+44 (5854) 395-6531","","","","","","","Y","42738236789968848719"
"53220318010338399226","1","(5854) 395-653","","","","","","","Y","42738236789968848719"
"69240293037691300313","1","+1 (008) 758-0750","","","","","","","Y","29453429900426095834"
"86662796128810591835","1","0087580750","","","","","","","Y","29453429900426095834"
"17540883083900495590","1","+445505646821","","","","","","","Y","99347800159371730523"
"64377147219754543499","1","+44 (5505) 646-821","","","","","","","Y","99347800159371730523"
"16652709292486014231","1","073.517.4954","","","","","","","Y","27406436571083220290"
"77736800013527747268","1","+1 (073) 517-4954","","","","","","","Y","27406436571083220290"
"96130655979229745976","1","+1 (647) 845-0161","","","","","","","Y","46033252200997963713"
"54060853045787394229","1","+1 (647) 845-01610","","","","","","","Y","46033252200997963713"
"64846432511615739965","1","9347645095","","","","","","","Y","63129553321937097876"
"73458541011153274004","1","+1 (934) 764-5095","","","","","","","Y","63129553321937097876"
"55460502617415511504","1","+44 (0306) 752-075","","","","","","","Y","12745734776995295511"
"52158442512230932336","1","0306752075","","","","","","","Y","12745734776995295511"
"51478157276517273651","1","+44 (0306) 752-07","","","","","","","Y","12745734776995295511"
"57773148218877815342","1","+1 (122) 214-4271","","","","","","","Y","83356414765500649427"
"73349844034899903125","1","1222144271","","","","","","","Y","83356414765500649427"
"57353573930795902278","1","+1-122-214-4271","","","","","","","Y","83356414765500649427"
"39121409896902864362","1","+1-207-519-7751","","","","","","","Y","71636442076617547707"
"36866836711531733492","1","207-519-7751","","","","","","","Y","71636442076617547707"
"96320538325961122455","1","+1 (207) 519-7751","","","","","","","Y","71636442076617547707"
"92653501795439783910","1","+33 (9) 928-51779","","","","","","","Y","48572031656465176051"
"59911600348244107622","1","928-51779","","","","","","","Y","48572031656465176051"
"60984973731300691804","1","9-928-51779","","","","","","","Y","48572031656465176051"
"33999103942320419653","1","639-8125","","","","","","","Y","75908037266548160881"
"40478442145644016704","1","+966 (31) 639-8125","","","","","","","Y","75908037266548160881"
"42863693751392582971","1","+966-31-639-8125","","","","","","","Y","75908037266548160881"
"76694282677247425585","1","+39 (988) 765-5730","","","","","","","Y","91835966830149602297"
"44359788332782931954","1","+399887655730","","","","","","","Y","91835966830149602297"
"27405746808866327984","1","692-259-8412","","","","","","","Y","67823418811606343474"
"26759599700382820892","1","+39 (692) 259-8412","","","","","","","Y","67823418811606343474"
"11916814645838262377","1","+1 (188) 273-0410","","","","","","","Y","20020665571491630713"
"81028877911644462478","1","(188) 273-0410","","","","","","","Y","20020665571491630713"
"31852311687695805110","1","+1 (720) 598-647","","","","","","","Y","91081376481034533186"
"99960530367620468420","1","+1 (720) 598-6470","","","","","","","Y","91081376481034533186"
"67942474141085176485","1","+1 (728) 694-4516","","","","","","","Y","71504932374165123900"
"18504935313924676885","1","728-694-4516","","","","","","","Y","71504932374165123900"
"59317052349072867010","1","313-9742","","","","","","","Y","18056759632666433649"
"69174778852193545707","1","+1 (529) 313-9742","","","","","","","Y","18056759632666433649"
"47184429215219965467","1","+15293139742","","","","","","","Y","18056759632666433649"
"33483585093849431694","1","+1 (755) 588-3988","","","","","","","Y","59124432452514414396"
"19896058102733875602","1","+17555883988","","","","","","","Y","59124432452514414396"
"93828291773179723584","1","0611310077","","","","","","","Y","59287145106135190708"
"29624865046184191010","1","+1 (061) 131-0077","","","","","","","Y","59287145106135190708"
"61861674831543882834","1","061-131-0077","","","","","","","Y","59287145106135190708"
"58844389516847523165","1","865-771-6396","","","","","","","Y","30551078592034012360"
"75171699383194709585","1","+1 (865) 771-6396","","","","","","","Y","30551078592034012360"
"45005376242813513850","1","+18657716396","","","","","","","Y","30551078592034012360"
"63071441366555334481","1","+33 (9) 970-01659","","","","","","","Y","89414334344169520645"
"17237139727924922637","1","9-970-01659","","","","","","","Y","89414334344169520645"
"11005781583118281742","1","+971 (26) 814-6553","","","","","","","Y","34994403377068097173"
"20644199369005174565","1","268146553","","","","","","","Y","34994403377068097173"
"54343470637312662785","1","42-172-4898","","","","","","","Y","81225704720759192618"
"76690470669308214490","1","+966 (42) 172-489","","","","","","","Y","81225704720759192618"
"78154221922331145929","1","+966 (42) 172-4898","","","","","","","Y","81225704720759192618"
"94019496738634062213","1","441-2649","","","","","","","Y","38376900405202093189"
"16173780632088767426","1","+39 (630) 441-2649","","","","","","","Y","38376900405202093189"
"19416428513234220428","1","+33 (2) 803-38156","","","","","","","Y","31692307944384741361"
"49616276729536728530","1","+33-2-803-38156","","","","","","","Y","31692307944384741361"
"38342926456421542169","1","+1 (799) 206-466","","","","","","","Y","21898340032031331089"
"59631807204956901935","1","+1 (799) 206-46651","","","","","","","Y","21898340032031331089"
"57763423228388198953","1","+1 (799) 206-4665","","","","","","","Y","21898340032031331089"
"18460417832825347457","1","(256) 319-2676","","","","","","","Y","74511386012827054978"
"72824129234193149776","1","+1 (256) 319-2676","","","","","","","Y","74511386012827054978"
"66057163509582463174","1","4444207799","","","","","","","Y","51741725157504181645"
"52856176656327583581","1","+1 (444) 420-7799","","","","","","","Y","51741725157504181645"
"61308649104280062922","1","+33-3-396-78680","","","","","","","Y","88827938084479257165"
"51559570041185293686","1","+33 (3) 396-78680","","","","","","","Y","88827938084479257165"
"64568081197369586176","1","+1 (881) 649-2221","","","","","","","Y","50946351521520536618"
"77799308789427170941","1","(881) 649-2221","","","","","","","Y","50946351521520536618"
"89552959825192515900","1","44.229.1880","","","","","","","Y","63058403174094669154"
"74857663789528685836","1","+48 (44) 229-1880","","","","","","","Y","63058403174094669154"
